,Scaled_Age,Scaled_SibSp,Scaled_Parch,Scaled_Fare,Pclass_2,Pclass_3,Is_male,Embarked_Q,Embarked_S,Survived
139,-0.364952511869,-0.497549625513,-0.463108102018,0.818311617283,0.0,0.0,1.0,0.0,0.0,0
206,0.235442062992,0.44384585641,-0.463108102018,-0.330294561995,0.0,1.0,1.0,0.0,1.0,0
610,0.760787315995,0.44384585641,6.07747077956,-0.0506221023996,0.0,1.0,0.0,0.0,1.0,0
284,0.985935281567,-0.497549625513,-0.463108102018,-0.146263737691,0.0,0.0,1.0,0.0,1.0,0
721,-0.890297764871,0.44384585641,-0.463108102018,-0.489772229425,0.0,1.0,1.0,0.0,1.0,0
771,1.43623121271,-0.497549625513,-0.463108102018,-0.475267336869,0.0,1.0,1.0,0.0,1.0,0
499,-0.364952511869,-0.497549625513,-0.463108102018,-0.476326194025,0.0,1.0,1.0,0.0,1.0,0
251,0.0102940974192,0.44384585641,0.845007674298,-0.427975947802,0.0,1.0,0.0,0.0,1.0,0
128,-0.815248443014,0.44384585641,0.845007674298,-0.212291821717,0.0,1.0,0.0,0.0,0.0,1
395,-0.515051155584,-0.497549625513,-0.463108102018,-0.476326194025,0.0,1.0,1.0,0.0,1.0,0
639,-0.214853868153,0.44384585641,-0.463108102018,-0.325761783071,0.0,1.0,1.0,0.0,1.0,0
392,-0.0647552244383,1.38524133833,-0.463108102018,-0.473983653878,0.0,1.0,1.0,0.0,1.0,0
635,-0.0647552244383,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,0.0,0.0,1.0,1
607,-0.139804546296,-0.497549625513,-0.463108102018,-0.0646737170632,0.0,0.0,1.0,0.0,1.0,1
275,2.56197104058,0.44384585641,-0.463108102018,0.795798210924,0.0,0.0,0.0,0.0,1.0,1
47,-0.815248443014,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,0.0,1.0,0.0,1
174,2.03662578757,-0.497549625513,-0.463108102018,-0.0611236446101,0.0,0.0,1.0,0.0,0.0,0
151,-0.515051155584,0.44384585641,-0.463108102018,0.589859559526,0.0,0.0,0.0,0.0,1.0,1
484,-0.289903190011,0.44384585641,-0.463108102018,1.03369476685,0.0,0.0,1.0,0.0,0.0,1
668,1.06098460342,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
266,-0.965347086729,3.26803230218,0.845007674298,0.101905908384,0.0,1.0,1.0,0.0,1.0,0
458,1.58632985643,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,0.0,0.0,1.0,1
56,-0.590100477441,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,0.0,0.0,1.0,1
319,0.835836637852,0.44384585641,0.845007674298,1.82096231522,0.0,0.0,0.0,0.0,0.0,1
61,0.685737994137,-0.497549625513,-0.463108102018,0.832816509839,0.0,0.0,0.0,0.0,0.0,1
221,-0.139804546296,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,1.0,0.0,1.0,0
238,-0.740199121156,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,1.0,0.0,1.0,0
795,0.760787315995,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,1.0,0.0,1.0,0
739,-0.214853868153,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
384,-0.214853868153,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
153,0.873361298781,-0.497549625513,2.15312345061,-0.354771568183,0.0,1.0,1.0,0.0,1.0,0
391,-0.590100477441,-0.497549625513,-0.463108102018,-0.476326194025,0.0,1.0,1.0,0.0,1.0,1
92,1.286132569,0.44384585641,-0.463108102018,0.491498256881,0.0,0.0,1.0,0.0,1.0,0
397,1.286132569,-0.497549625513,-0.463108102018,-0.146263737691,1.0,0.0,1.0,0.0,1.0,0
205,-2.01603759273,-0.497549625513,0.845007674298,-0.427975947802,0.0,1.0,0.0,0.0,1.0,0
563,-0.214853868153,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
111,-1.07792106952,0.44384585641,-0.463108102018,-0.355601973282,0.0,1.0,0.0,0.0,0.0,0
182,-1.49069233973,3.26803230218,2.15312345061,-0.0485823518839,0.0,1.0,1.0,0.0,1.0,0
260,-0.214853868153,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,1.0,1.0,0.0,0
425,-0.214853868153,-0.497549625513,-0.463108102018,-0.486222156972,0.0,1.0,1.0,0.0,1.0,0
409,-0.815248443014,2.32663682025,0.845007674298,-0.155933061691,0.0,1.0,0.0,0.0,1.0,0
87,-0.214853868153,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
265,0.535639350422,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,1.0,0.0,1.0,0
242,0.0102940974192,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,1.0,0.0,1.0,0
8,-0.139804546296,-0.497549625513,2.15312345061,-0.415813595393,0.0,1.0,0.0,0.0,1.0,1
560,-0.214853868153,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,1.0,1.0,0.0,0
231,0.0102940974192,-0.497549625513,-0.463108102018,-0.476703321232,0.0,1.0,1.0,0.0,1.0,0
245,1.13603392528,1.38524133833,-0.463108102018,1.01412766679,0.0,0.0,1.0,1.0,0.0,0
67,-0.740199121156,-0.497549625513,-0.463108102018,-0.469753664586,0.0,1.0,1.0,0.0,1.0,0
844,-0.890297764871,-0.497549625513,-0.463108102018,-0.460611956053,0.0,1.0,1.0,0.0,1.0,0
10,-1.86593894902,0.44384585641,0.845007674298,-0.314883113654,0.0,1.0,0.0,0.0,1.0,1
793,0.985935281567,-0.497549625513,-0.463108102018,-0.0611236446101,0.0,0.0,1.0,0.0,0.0,0
541,-1.49069233973,3.26803230218,2.15312345061,-0.0506221023996,0.0,1.0,0.0,0.0,1.0,0
637,0.160392741134,0.44384585641,0.845007674298,-0.141730958767,1.0,0.0,1.0,0.0,1.0,0
401,-0.214853868153,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
716,0.685737994137,-0.497549625513,-0.463108102018,3.50760935274,0.0,0.0,0.0,0.0,0.0,1
96,3.16236561544,-0.497549625513,-0.463108102018,0.0106465637569,0.0,0.0,1.0,0.0,0.0,0
837,-0.214853868153,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
318,0.160392741134,-0.497549625513,2.15312345061,2.37154446619,0.0,0.0,0.0,0.0,1.0,1
689,-1.04039640859,-0.497549625513,0.845007674298,3.21411191743,0.0,0.0,0.0,0.0,1.0,1
435,-1.11544573044,0.44384585641,2.15312345061,1.55806113764,0.0,0.0,0.0,0.0,1.0,1
760,-0.214853868153,-0.497549625513,-0.463108102018,-0.354771568183,0.0,1.0,1.0,0.0,1.0,0
462,1.36118189086,-0.497549625513,-0.463108102018,0.0803752084967,0.0,0.0,1.0,0.0,1.0,0
394,-0.364952511869,-0.497549625513,2.15312345061,-0.314883113654,0.0,1.0,0.0,0.0,1.0,1
528,0.760787315995,-0.497549625513,-0.463108102018,-0.473983653878,0.0,1.0,1.0,0.0,1.0,0
846,-0.214853868153,7.03361422987,2.15312345061,0.643346350826,0.0,1.0,1.0,0.0,1.0,0
276,1.21108324714,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,0.0,0.0,1.0,0
830,-1.04039640859,0.44384585641,-0.463108102018,-0.355601973282,0.0,1.0,0.0,0.0,0.0,1
155,1.66137917829,-0.497549625513,0.845007674298,0.495200630705,0.0,0.0,1.0,0.0,0.0,0
390,0.535639350422,0.44384585641,2.15312345061,1.55806113764,0.0,0.0,1.0,0.0,1.0,1
720,-1.7158403053,-0.497549625513,0.845007674298,-0.0193459278258,1.0,0.0,0.0,0.0,1.0,1
877,-0.740199121156,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
478,-0.515051155584,-0.497549625513,-0.463108102018,-0.481312250841,0.0,1.0,1.0,0.0,1.0,0
804,-0.139804546296,-0.497549625513,-0.463108102018,-0.491208213788,0.0,1.0,1.0,0.0,1.0,1
188,0.835836637852,0.44384585641,0.845007674298,-0.336640452488,0.0,1.0,1.0,1.0,0.0,0
521,-0.515051155584,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
737,0.460590028565,-0.497549625513,-0.463108102018,8.67142725336,0.0,0.0,1.0,0.0,0.0,1
86,-0.965347086729,0.44384585641,3.46123922693,0.00558435625485,0.0,1.0,1.0,0.0,1.0,0
225,-0.515051155584,-0.497549625513,-0.463108102018,-0.448146814012,0.0,1.0,1.0,0.0,1.0,0
754,1.43623121271,0.44384585641,2.15312345061,0.560849774414,1.0,0.0,0.0,0.0,1.0,1
381,-2.09108691459,-0.497549625513,2.15312345061,-0.332258161825,0.0,1.0,0.0,0.0,0.0,1
131,-0.665149799299,-0.497549625513,-0.463108102018,-0.489848380111,0.0,1.0,1.0,0.0,1.0,0
452,0.0853434192768,-0.497549625513,-0.463108102018,-0.114534285224,0.0,0.0,1.0,0.0,0.0,0
191,-0.740199121156,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,1.0,0.0,1.0,0
374,-1.94098827088,2.32663682025,0.845007674298,-0.235559482488,0.0,1.0,0.0,0.0,1.0,0
697,-0.815248443014,-0.497549625513,-0.463108102018,-0.477459388756,0.0,1.0,0.0,1.0,0.0,1
272,0.91088595971,-0.497549625513,0.845007674298,-0.264115989708,1.0,0.0,0.0,0.0,1.0,1
273,0.61068867228,-0.497549625513,0.845007674298,-0.0791786096192,0.0,0.0,1.0,0.0,0.0,0
575,-0.740199121156,-0.497549625513,-0.463108102018,-0.354771568183,0.0,1.0,1.0,0.0,1.0,0
436,-0.590100477441,1.38524133833,2.15312345061,0.00558435625485,0.0,1.0,0.0,0.0,1.0,0
303,-0.364952511869,-0.497549625513,-0.463108102018,-0.393753466927,1.0,0.0,0.0,1.0,0.0,1
831,-2.10384529931,0.44384585641,0.845007674298,-0.277714326479,1.0,0.0,1.0,0.0,1.0,1
700,-0.815248443014,0.44384585641,-0.463108102018,3.50760935274,0.0,0.0,0.0,0.0,0.0,1
622,-0.665149799299,0.44384585641,0.845007674298,-0.332258161825,0.0,1.0,1.0,0.0,0.0,1
796,1.51128053457,-0.497549625513,-0.463108102018,-0.147547420682,0.0,0.0,0.0,0.0,1.0,1
345,-0.364952511869,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,0.0,0.0,1.0,1
852,-1.49069233973,0.44384585641,0.845007674298,-0.341249382098,0.0,1.0,0.0,0.0,0.0,0
582,1.88652714386,-0.497549625513,-0.463108102018,-0.146263737691,1.0,0.0,1.0,0.0,1.0,0
718,-0.214853868153,-0.497549625513,-0.463108102018,-0.336640452488,0.0,1.0,1.0,1.0,0.0,0
867,0.160392741134,-0.497549625513,-0.463108102018,0.297872446151,0.0,0.0,1.0,0.0,1.0,0
559,0.535639350422,0.44384585641,-0.463108102018,-0.302191332668,0.0,1.0,0.0,0.0,1.0,1
634,-1.49069233973,2.32663682025,2.15312345061,-0.11181461787,0.0,1.0,0.0,0.0,1.0,0
518,0.535639350422,0.44384585641,-0.463108102018,-0.146263737691,1.0,0.0,0.0,0.0,1.0,1
366,2.336823075,0.44384585641,-0.463108102018,0.746693710287,0.0,0.0,0.0,0.0,0.0,1
198,-0.815248443014,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,0.0,1.0,0.0,1
641,-0.364952511869,-0.497549625513,-0.463108102018,0.638813571902,0.0,0.0,0.0,0.0,0.0,1
471,0.685737994137,-0.497549625513,-0.463108102018,-0.460611956053,0.0,1.0,1.0,0.0,1.0,0
519,0.235442062992,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
330,-0.815248443014,1.38524133833,-0.463108102018,-0.196124305852,0.0,1.0,0.0,1.0,0.0,1
333,-0.965347086729,1.38524133833,-0.463108102018,-0.291312663251,0.0,1.0,1.0,0.0,1.0,0
692,-0.214853868153,-0.497549625513,-0.463108102018,0.406659140321,0.0,1.0,1.0,0.0,1.0,1
59,-1.34059369602,4.2094277841,2.15312345061,0.232676580335,0.0,1.0,1.0,0.0,1.0,0
181,0.160392741134,-0.497549625513,-0.463108102018,-0.344799454551,1.0,0.0,1.0,0.0,0.0,0
695,1.73642850014,-0.497549625513,-0.463108102018,-0.372902683878,1.0,0.0,1.0,0.0,1.0,0
142,-0.364952511869,0.44384585641,-0.463108102018,-0.330294561995,0.0,1.0,0.0,0.0,1.0,1
346,0.835836637852,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,0.0,0.0,1.0,1
779,1.06098460342,-0.497549625513,0.845007674298,3.21411191743,0.0,0.0,0.0,0.0,1.0,1
48,-0.214853868153,1.38524133833,-0.463108102018,-0.224604662386,0.0,1.0,1.0,0.0,0.0,0
688,-0.815248443014,-0.497549625513,-0.463108102018,-0.476326194025,0.0,1.0,1.0,0.0,1.0,0
66,0.0102940974192,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,0.0,0.0,1.0,1
404,-0.665149799299,-0.497549625513,-0.463108102018,-0.460611956053,0.0,1.0,0.0,0.0,1.0,0
587,2.336823075,0.44384585641,0.845007674298,0.818311617283,0.0,0.0,1.0,0.0,0.0,1
696,1.13603392528,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
291,-0.740199121156,0.44384585641,-0.463108102018,1.03369476685,0.0,0.0,0.0,0.0,0.0,1
864,-0.364952511869,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,1.0,0.0,1.0,0
248,0.61068867228,0.44384585641,0.845007674298,0.335193534697,0.0,0.0,1.0,0.0,1.0,1
806,0.760787315995,-0.497549625513,-0.463108102018,-0.61767274576,0.0,0.0,1.0,0.0,1.0,0
229,-0.815248443014,2.32663682025,0.845007674298,-0.155933061691,0.0,1.0,0.0,0.0,1.0,0
40,0.835836637852,0.44384585641,-0.463108102018,-0.44588042455,0.0,1.0,0.0,0.0,1.0,0
449,1.73642850014,-0.497549625513,-0.463108102018,-0.0646737170632,0.0,0.0,1.0,0.0,1.0,1
851,3.38751358101,-0.497549625513,-0.463108102018,-0.476703321232,0.0,1.0,1.0,0.0,1.0,0
290,-0.214853868153,-0.497549625513,-0.463108102018,0.811965726789,0.0,0.0,0.0,0.0,1.0,1
524,-0.214853868153,-0.497549625513,-0.463108102018,-0.486599284178,0.0,1.0,1.0,0.0,0.0,0
108,0.685737994137,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
278,-1.64079098345,3.26803230218,0.845007674298,-0.0896040011438,0.0,1.0,1.0,1.0,0.0,0
794,-0.289903190011,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
699,0.985935281567,-0.497549625513,-0.463108102018,-0.478969710694,0.0,1.0,1.0,0.0,1.0,0
440,1.21108324714,0.44384585641,0.845007674298,-0.141730958767,1.0,0.0,0.0,0.0,1.0,1
75,-0.289903190011,-0.497549625513,-0.463108102018,-0.478969710694,0.0,1.0,1.0,0.0,1.0,0
7,-2.01603759273,2.32663682025,0.845007674298,-0.235559482488,0.0,1.0,1.0,0.0,1.0,0
685,-0.289903190011,0.44384585641,2.15312345061,0.136204539945,1.0,0.0,1.0,0.0,0.0,0
583,0.535639350422,-0.497549625513,-0.463108102018,0.109838271501,0.0,0.0,1.0,0.0,0.0,0
100,-0.0647552244383,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,0.0,0.0,1.0,0
156,-0.965347086729,-0.497549625513,-0.463108102018,-0.477459388756,0.0,1.0,0.0,1.0,0.0,1
305,-2.09709086034,0.44384585641,2.15312345061,2.13009783781,0.0,0.0,1.0,0.0,1.0,1
523,1.13603392528,-0.497549625513,0.845007674298,0.433554837342,0.0,0.0,0.0,0.0,0.0,1
698,1.51128053457,0.44384585641,0.845007674298,1.39276519518,0.0,0.0,1.0,0.0,0.0,0
263,0.835836637852,-0.497549625513,-0.463108102018,-0.61767274576,0.0,0.0,1.0,0.0,1.0,0
121,-0.214853868153,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
316,-0.364952511869,0.44384585641,-0.463108102018,-0.146263737691,1.0,0.0,0.0,0.0,1.0,1
217,0.985935281567,0.44384585641,-0.463108102018,-0.128132621996,1.0,0.0,1.0,0.0,1.0,0
347,0.160392741134,0.44384585641,-0.463108102018,-0.325761783071,0.0,1.0,0.0,0.0,1.0,1
208,-0.965347086729,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,0.0,1.0,0.0,1
423,-0.0647552244383,0.44384585641,0.845007674298,-0.356584679753,0.0,1.0,0.0,0.0,1.0,0
120,-0.590100477441,1.38524133833,-0.463108102018,0.714964257821,1.0,0.0,1.0,0.0,1.0,0
550,-0.890297764871,-0.497549625513,2.15312345061,1.39276519518,0.0,0.0,1.0,0.0,0.0,1
705,0.760787315995,-0.497549625513,-0.463108102018,-0.146263737691,1.0,0.0,1.0,0.0,1.0,0
351,0.985935281567,-0.497549625513,-0.463108102018,0.0169163035642,0.0,0.0,1.0,0.0,1.0,0
437,-0.364952511869,1.38524133833,3.46123922693,-0.277714326479,1.0,0.0,0.0,0.0,1.0,1
24,-1.56574166159,2.32663682025,0.845007674298,-0.235559482488,0.0,1.0,0.0,0.0,1.0,0
165,-1.49069233973,-0.497549625513,2.15312345061,-0.245531596121,0.0,1.0,1.0,0.0,1.0,1
726,0.0853434192768,2.32663682025,-0.463108102018,-0.236919316166,1.0,0.0,0.0,0.0,1.0,1
424,-0.815248443014,0.44384585641,0.845007674298,-0.251197569775,0.0,1.0,1.0,0.0,1.0,0
855,-0.815248443014,-0.497549625513,0.845007674298,-0.448146814012,0.0,1.0,0.0,0.0,1.0,1
18,0.160392741134,0.44384585641,-0.463108102018,-0.291312663251,0.0,1.0,0.0,0.0,1.0,0
629,-0.214853868153,-0.497549625513,-0.463108102018,-0.477459388756,0.0,1.0,1.0,1.0,0.0,0
836,-0.590100477441,-0.497549625513,-0.463108102018,-0.460611956053,0.0,1.0,1.0,0.0,1.0,0
735,-0.0272305635096,-0.497549625513,-0.463108102018,-0.325761783071,0.0,1.0,1.0,0.0,1.0,0
854,1.13603392528,0.44384585641,-0.463108102018,-0.146263737691,1.0,0.0,0.0,0.0,1.0,0
224,0.685737994137,0.44384585641,-0.463108102018,1.01412766679,0.0,0.0,1.0,0.0,1.0,1
93,-0.214853868153,0.44384585641,2.15312345061,-0.244625040336,0.0,1.0,1.0,0.0,1.0,0
811,0.760787315995,-0.497549625513,-0.463108102018,-0.179806301726,0.0,1.0,1.0,0.0,1.0,0
868,-0.214853868153,-0.497549625513,-0.463108102018,-0.445427146658,0.0,1.0,1.0,0.0,1.0,0
89,-0.364952511869,-0.497549625513,-0.463108102018,-0.471717264416,0.0,1.0,1.0,0.0,1.0,0
515,1.36118189086,-0.497549625513,-0.463108102018,-0.00083768492431,0.0,0.0,1.0,0.0,1.0,0
60,-0.515051155584,-0.497549625513,-0.463108102018,-0.486599284178,0.0,1.0,1.0,0.0,0.0,0
164,-2.09108691459,3.26803230218,0.845007674298,0.101905908384,0.0,1.0,1.0,0.0,1.0,0
78,-2.10384529931,-0.497549625513,2.15312345061,-0.0918703906057,1.0,0.0,1.0,0.0,1.0,1
566,-0.740199121156,-0.497549625513,-0.463108102018,-0.474513082456,0.0,1.0,1.0,0.0,1.0,0
717,-0.139804546296,-0.497549625513,-0.463108102018,-0.427296030963,1.0,0.0,0.0,0.0,1.0,1
431,0.160392741134,0.44384585641,-0.463108102018,-0.325761783071,0.0,1.0,0.0,0.0,1.0,1
270,0.985935281567,-0.497549625513,-0.463108102018,-0.0556081592157,0.0,0.0,1.0,0.0,1.0,0
213,0.0853434192768,-0.497549625513,-0.463108102018,-0.381968241725,1.0,0.0,1.0,0.0,1.0,0
331,1.24860790807,-0.497549625513,-0.463108102018,-0.100935948453,0.0,0.0,1.0,0.0,1.0,0
388,-0.214853868153,-0.497549625513,-0.463108102018,-0.477533726331,0.0,1.0,1.0,1.0,0.0,0
127,-0.364952511869,-0.497549625513,-0.463108102018,-0.488185756801,0.0,1.0,1.0,0.0,1.0,1
531,-0.214853868153,-0.497549625513,-0.463108102018,-0.486599284178,0.0,1.0,1.0,0.0,0.0,0
711,0.985935281567,-0.497549625513,-0.463108102018,-0.136291624058,0.0,0.0,1.0,0.0,1.0,0
408,-0.590100477441,-0.497549625513,-0.463108102018,-0.476703321232,0.0,1.0,1.0,0.0,1.0,0
828,-0.214853868153,-0.497549625513,-0.463108102018,-0.477156599124,0.0,1.0,1.0,1.0,0.0,1
427,-0.740199121156,-0.497549625513,-0.463108102018,-0.146263737691,1.0,0.0,0.0,0.0,1.0,1
591,1.73642850014,0.44384585641,-0.463108102018,0.801389847005,0.0,0.0,0.0,0.0,0.0,1
314,1.06098460342,0.44384585641,0.845007674298,-0.141730958767,1.0,0.0,1.0,0.0,1.0,0
