,0,1,2,3,4,5,6,7,8,9
19,tt0167261,The Lord of the Rings: The Two Towers,8.7,1119426,"[Adventure, Drama, Fantasy]","[<Person: Elijah Wood (nm0000704)>, <Person: Ian McKellen (nm0005212)>, <Person: Viggo Mortensen (nm0001557)>, <Person: Orlando Bloom (nm0089217)>]",[<Person: Peter Jackson (nm0001392)>],"[While Frodo and Sam, now accompanied by a new guide, continue their hopeless journey towards the land of shadow to destroy the One Ring, each member of the broken fellowship plays their part in the battle against the evil wizard Saruman and his armies of Isengard., The continuing quest of Frodo and the Fellowship to destroy the One Ring. Frodo and Sam discover they are being followed by the mysterious Gollum. Aragorn, the Elf archer Legolas and Gimli the Dwarf encounter the besieged Rohan kingdom, whose once great King Theoden has fallen under Saruman's deadly spell., Sauron's forces increase. His allies grow. The Ringwraiths return in an even more frightening form. Saruman's army of Uruk-hai is ready to launch an assault against Aragorn and the people of Rohan. Yet, the Fellowship is broken and Boromir is dead. For the little hope that is left, Frodo and Sam march on into Mordor, unprotected. A number of new allies join with Aragorn, Gimli, Legolas, Pippin and Merry. And they must defend Rohan and attack Isengard. Yet, while all this is going on, Sauron's troops mass toward Gondor, for the War of the Ring is about to begin., The Fellowship has been broken. Boromir is dead, Frodo Baggins and Samwise Gamgee have gone to Mordor alone to destroy the One Ring, Merry and Pippin have been captured by the Uruk-hai, and Aragorn, Legolas, and Gimli have made friends of the Rohan, a race of humans that are in the path of the upcoming war, led by its aging king, Théoden. The two towers between Mordor and Isengard, Barad-dûr and Orthanc, have united in their lust for destruction. The corrupt wizard Saruman, under the power of the Dark Lord Sauron, and his slimy assistant, Gríma Wormtongue, have created a grand Uruk-hai army bent on the destruction of Man and Middle-earth. The rebellion against Sauron is building up and will be led by Gandalf the White, who was thought to be dead after the Balrog captured him. One of the Ring's original bearers, the creature Gollum, has tracked Frodo and Sam down in search of his 'precious', but is captured by the Hobbits and used as a way to lead them to Mt. Doom. The War of the Ring has now begun..., Frodo and Sam take Gollum prisoner and continue on to Mordor on the mission to destroy The One Ring. Whilst their former companions Strider, Legolas, Gimli, Merry and Pippin make new allies in the Ents, The Riders of Rohan and the Stewards of Gondor and launch an assault on Isengard. All the while a growing Shadow falls upon Middle-earth as the Dark Lord's Army marches on to Gondor. The War of the Ring has begun., After the fellowship has broken, Merry and Pippin, taken by orcs, make new allies in the Ents, while Legolas, Gimli and Aragorn make allies in the people of Rohan, and all of them must launch an assault on Isengard. Meanwhile, Frodo and Sam force Gollum to guide them through Mordor, trusting him with their lives.]",10740,PG-13
20,tt0073486,One Flew Over the Cuckoo's Nest,8.7,691271,[Drama],"[<Person: Jack Nicholson (nm0000197)>, <Person: Louise Fletcher (nm0001221)>, <Person: Michael Berryman (nm0077720)>, <Person: Peter Brocco (nm0110480)>]",[<Person: Milos Forman (nm0001232)>],"[McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse., 1963. With a few months left in his sentence, thirty-eight year old convict Randall Patrick McMurphy - ""Mac"" - serving time for several assaults and statutory rape, has just been transferred from a labor camp associated with Eastern Oregon Correctional Institution in Pendleton to a psychiatric hospital. Mac has been able to use acting ""crazy"" - having a belligerent and smart-alecky attitude and anti-authoritarian behavior - to his benefit in not having to do any work. He is at the hospital as the authorities at Pendleton want him to undergo a psychiatric evaluation to prove he is not crazy, believing this is all an act to get out of work. He believes this stint will get him out of any more work while he serves out the remainder of his sentence. He is placed in a ward with a group of men who have differing degrees of lucidity and control of their mental faculties. He continues to behave in the same manner as always to get what he wants, using the other patients either as accessories or things for his own amusement. He adds to his list of goals to do anything to annoy the ward's tyrannical head nurse, Miss Mildred Ratched, whose seeming want is to break the spirit of any of the men in her care. In his battle with Nurse Ratched, Mac eventually tries to help the men get a voice of their own while in the hospital, and for some for their eventual return to the outside world., McMurphy thinks he can get out of doing work while in prison by pretending to be mad. His plan backfires when he is sent to a mental asylum. He tries to liven the place up a bit by playing card games and basketball with his fellow inmates, but the head nurse is after him at every turn., McMurphy, a man with several assault convictions to his name, finds himself in jail once again. This time, the charge is statutory rape when it turns out that his girlfriend had lied about being eighteen, and was, in fact, fifteen (or, as McMurphy puts it, ""fifteen going on thirty-five""). Rather than spend his time in jail, he convinces the guards that he's crazy enough to need psychiatric care and is sent to a hospital. He fits in frighteningly well, and his different point of view actually begins to cause some of the patients to progress. Nurse Ratched becomes his personal cross to bear as his resistance to the hospital routine gets on her nerves.]",7980,R
21,tt0099685,Goodfellas,8.7,741984,"[Biography, Crime, Drama]","[<Person: Robert De Niro (nm0000134)>, <Person: Ray Liotta (nm0000501)>, <Person: Joe Pesci (nm0000582)>, <Person: Lorraine Bracco (nm0000966)>]",[<Person: Martin Scorsese (nm0000217)>],"[Henry Hill might be a small time gangster, who may have taken part in a robbery with Jimmy Conway and Tommy De Vito, two other gangsters who might have set their sights a bit higher. His two partners could kill off everyone else involved in the robbery, and slowly start to think about climbing up through the hierarchy of the Mob. Henry, however, might be badly affected by his partners' success, but will he consider stooping low enough to bring about the downfall of Jimmy and Tommy?, This film views the mob lives of three pivotal figures in the 1960's and 70's New York. Henry Hill is a local boy turned gangster in a neighborhood full of the roughest and toughest. Tommy DeVito is a purebred gangster, who turns out to be Henry's best friend. Jimmy Conway puts the two of them together, and runs some of the biggest hijacks and burglaries the town has ever seen. After an extended jail sentence, Henry must sneak around the back of the local mob boss, Paulie Cicero, to live the life of luxury he has always dreamed of. In the end, the friends end up in a hell of a jam, and must do anything they can to save each other, and stay alive., The story of Irish-Italian American, Henry Hill, and how he lives day-to-day life as a member of the Mafia. Based on a true story, the plot revolves around Henry and his two unstable friends Jimmy and Tommy as they gradually climb the ladder from petty crime to violent murders., The lowly, blue-collar side of New York's Italian mafia is explored in this crime biopic of wiseguy Henry Hill. As he makes his way from strapping young petty criminal, to big-time thief, to middle-aged cocaine addict and dealer, the film explores in detail the rules and traditions of organized crime. Watching the rise and fall of Hill and his two counterparts, the slick jack-of-all-trades criminal Jimmy Conway and the brutish, intimidating Tommy DeVito, this true story realistically explores the core, blue-collar part of the mob.]",8760,R
22,tt0133093,The Matrix,8.7,1239084,"[Action, Sci-Fi]","[<Person: Keanu Reeves (nm0000206)>, <Person: Laurence Fishburne (nm0000401)>, <Person: Carrie-Anne Moss (nm0005251)>, <Person: Hugo Weaving (nm0915989)>]","[<Person: Lana Wachowski (nm0905154)>, <Person: Lilly Wachowski (nm0905152)>]","[Thomas A. Anderson is a man living two lives. By day he is an average computer programmer and by night a hacker known as Neo. Neo has always questioned his reality, but the truth is far beyond his imagination. Neo finds himself targeted by the police when he is contacted by Morpheus, a legendary computer hacker branded a terrorist by the government. Morpheus awakens Neo to the real world, a ravaged wasteland where most of humanity have been captured by a race of machines that live off of the humans' body heat and electrochemical energy and who imprison their minds within an artificial reality known as the Matrix. As a rebel against the machines, Neo must return to the Matrix and confront the agents: super-powerful computer programs devoted to snuffing out Neo and the entire human rebellion., Thomas A. Anderson is a man leading a double life. By day, he is an average computer programmer who pays his taxes and helps his landlady take out the garbage. At night, he is a computer hacker by the name of Neo. He finds himself targeted by police when he is contacted by the legendary hacker Morpheus. Neo wakes up in the real world, a ravaged wasteland. He finds out that most human beings are not born, but are created by machines so that they can harvest their bioelectric and heat energy and fulfill their electricity needs. The minds of such people are imprisoned in an artificial reality known as the Matrix. Now a rebel, Neo learns about his role in the reality and must confront the agents, programs which all rebels fear, who plan on destroying the rebels and destroying the entire human existence., A programmer is brought back to reason and reality when learning he was living in a program created by gigantic machines which make human birth artificial. In order to set humanity free, Neo will have to face many enemies by using technologies and self-trust., During the year 1999, a man named Thomas Anderson (also known as Neo), lives an ordinary life. A software techie by day and a computer hacker by night, he sits alone at home by his monitor, waiting for a sign, a signal - from what or whom he doesn't know - until one night, a mysterious woman named Trinity seeks him out and introduces him to that faceless character he has been waiting for: Morpheus. A messiah of sorts, Morpheus presents Neo with the truth about his world by shedding light on the dark secrets that have troubled him for so long., In the near future, a computer hacker named Neo discovers that all life on Earth may be nothing more than an elaborate facade created by a malevolent cyber-intelligence, for the purpose of placating us while our life essence is ""farmed"" to fuel the Matrix's campaign of domination in the ""real"" world. He joins like-minded Rebel warriors Morpheus and Trinity in their struggle to overthrow the Matrix.]",8160,R
23,tt0047478,Seven Samurai,8.7,233192,"[Action, Adventure, Drama]","[<Person: u'Toshir\xf4 Mifune' (u'nm0001536')>, <Person: Takashi Shimura (nm0793766)>, <Person: Keiko Tsushima (nm0875477)>, <Person: Yukiko Shimazaki (nm0793616)>]",[<Person: Akira Kurosawa (nm0000041)>],"[A veteran samurai, who has fallen on hard times, answers a village's request for protection from bandits. He gathers 6 other samurai to help him, and they teach the townspeople how to defend themselves, and they supply the samurai with three small meals a day. The film culminates in a giant battle when 40 bandits attack the village., In the Sixteenth Century, in Japan, a poor village is frequently looted by armed bandits losing their crop of rice. Their patriarch Grandpa advises the villagers to hire a Ronin to defend their village. Four farmers head to town to seek out their possible protectors, but they just can offer three meals of rice per day and lodging for the samurai. They succeed in hiring the warming-hearted veteran Kambei Shimada that advises that they need six other samurai to protect their lands. Kambei recruits the necessary five samurai and the brave jester Kikuchiyo and move to the village. After a feared reception, Kambei plots a defense strategy and the samurai start training the farmers how to defend their lands and families for the battle that approaches., After being attacked by a group of bandits several times, a group of villagers seek help of seven Samurai in order to fight the bandits once and for all. This is the story of how they made their pass through the enemy's massive army and their tremendous epic war with the bandits. The seven samurai will do anything in order to win the battle; however, there are still a lot of obstacles and problems they must solve., A village is constantly attacked by well armed bandits. One day after an attack they seek the wisdom of an elder who tells them they cannot afford weapons, but they can find men with weapons, samurai, who will fight for them, if they find samurai who are in down on their luck and wondering where their next meal will come from. They find a very experienced samurai with a good heart who agrees to recruit their party for them. He selects five genuine samurai and one who is suspect but the seven return to the village to protect it from the forty plus bandits., In 16th century Japan, farmers in a small village face the prospect of again losing their crops to a band of roving thieves. Their solution is to go to the nearest city and see if they can hire samurai to protect them. The farmers are poor and can only offer food and lodging but they soon recruit Kambei Shimada who determines that they will need a total of seven samurai to properly guard the village. Slowly, he recruits other samurai for their task and once complete, move to the village. There they teach the farmers basic self defense and fortify the village itself. When the bandits attack, they are prepared but suffer many losses.]",9480,Unrated
24,tt0076759,Star Wars: Episode IV - A New Hope,8.7,926480,"[Action, Adventure, Fantasy, Sci-Fi]","[<Person: Mark Hamill (nm0000434)>, <Person: Harrison Ford (nm0000148)>, <Person: Carrie Fisher (nm0000402)>, <Person: Alec Guinness (nm0000027)>]",[<Person: George Lucas (nm0000184)>],"[A young boy from Tatooine sets out on an adventure with an old Jedi named Obi-Wan Kenobi as his mentor to save Princess Leia from the ruthless Darth Vader and Destroy the Death Star built by the Empire which has the power to destroy the entire galaxy., Part IV in George Lucas' epic, Star Wars: A New Hope opens with a Rebel ship being boarded by the tyrannical Darth Vader. The plot then follows the life of a simple farm boy, Luke Skywalker, as he and his newly met allies (Han Solo, Chewbacca, Obi-Wan Kenobi, C-3PO, R2-D2) attempt to rescue a Rebel leader, Princess Leia, from the clutches of the Empire. The conclusion is culminated as the Rebels, including Skywalker and flying ace Wedge Antilles make an attack on the Empire's most powerful and ominous weapon, the Death Star., Luke Skywalker stays with his foster aunt and uncle on a farm on Tatooine. He is desperate to get off this planet and get to the Academy like his friends, but his uncle needs him for the next harvest. Meanwhile, an evil emperor has taken over the galaxy, and has constructed a formidable ""Death Star"" capable of destroying whole planets. Princess Leia, a leader in the resistance movement, acquires plans of the Death Star, places them in R2-D2, a droid, and sends him off to find Obi-Wan Kenobi. Before he finds him, R2-D2 ends up on the Skywalkers' farm with his friend C-3PO. R2-D2 then wanders into the desert, and when Luke follows, they eventually come across Obi-Wan. Will Luke, Obi-Wan and the two droids be able to destroy the Death Star, or will the Emperor rule forever?, Princess Leia is held hostage by the evil forces of the Galactic Empire in their effort to take over the galaxy. Venturesome Luke Skywalker and dashing Captain Han Solo team together with the lovable robotic duo, R2-D2 and C-3PO, to rescue the beautiful princess and restore justice in the galaxy., In a distant galaxy eons before the creation of the mythical planet known as Earth, vast civilizations have evolved, and ruling the galaxy is an interstellar Empire created from the ruins of an Old Republic that held sway for generations. It is a time of civil war, as solar systems have broken away from the Empire and are waging a war of rebellion. During a recent battle, technical schematics for a gigantic space station, code named the Death Star, have been unearthed by Rebel spies, and a young woman who is a dissident member of the Imperial Senate, under the cover of a diplomatic mission to the planet Alderaan, is trying to smuggle these plans to the Rebellion. But her spacecraft is attacked by a vast warship of the Empire and seized. The dissident Senator is captured, but the plans for the Death Star are nowhere to be found. While soldiers of the Empire search the nearby planet Tatooine, a series of incidents sweeps up a young desert farmer with dreams of being a fighter pilot in the Rebellion, as he winds up with the Death Star plans and also the assistance of an elderly hermit who once served as a warrior of an ancient order whose chosen weapons were powerful energy swords known as lightsabers. The pair recruit a cynical interstellar smuggler and his outsized alien copilot with an ancient freighter heavily modified for combat to help them reach Alderaan - but the planet is obliterated and now the foursome must rescue the young woman held prisoner by the Empire and lead an attack by the Rebellion against the Death Star before it can annihilate all hope of restoring freedom to the galaxy.]",7260,PG
25,tt0317248,City of God,8.7,541978,"[Crime, Drama]","[<Person: Alexandre Rodrigues (nm1179105)>, <Person: Matheus Nachtergaele (nm0618690)>, <Person: Leandro Firmino (nm1129884)>, <Person: Phellipe Haagensen (nm1249574)>]","[<Person: Fernando Meirelles (nm0576987)>, <Person: u'K\xe1tia Lund' (u'nm0526199')>]","[Brazil, 1960s, City of God. The Tender Trio robs motels and gas trucks. Younger kids watch and learn well...too well. 1970s: Li'l Zé has prospered very well and owns the city. He causes violence and fear as he wipes out rival gangs without mercy. His best friend Bené is the only one to keep him on the good side of sanity. Rocket has watched these two gain power for years, and he wants no part of it. Yet he keeps getting swept up in the madness. All he wants to do is take pictures. 1980s: Things are out of control between the last two remaining gangs...will it ever end? Welcome to the City of God., During their childhood, several children raised in one of the violent neighborhoods of Rio de Janeiro see galling and nettlesome behaviors that turn some into criminals and some into poltroons; while one photographer boy in the middle stays out of their informal war until it's finished and then narrates the complicated story of what happened in that neighborhood and the ascending process of crime between men who were once innocent children., City of God is based on a true story that takes place in the '60s where in the slums of Rio de Janeiro two boys growing up in the neighborhood take on different paths in life. The story is told through the eyes of Buscape, a poor young fisherman's son who dreams of becoming a photographer one day. His story narrates the violence and corruption surrounding the city and the rise and fall of one of the city's most notorious bosses, Li'l Ze. As war wages on the streets Buscape's only way out of this violent life is to expose its brutality to the world through his pictures. Along the way the lives of others are put into perspective as their stories intersect with the events that take place., Set in a lawless slum in Rio de Janeiro, ""City of God"" tells the story of Rocket, an aspiring photographer looking for his big break so he can leave the treacherous area once and for all. The movie chronicles Rocket's life as a young boy as he deals with his law bending brother and his gang, all the way to his teen years as a pseudo hippie. As the crime level soars in brutality, Rocket begins to realize his niche as a photographer is his only means of staying honest. With a psychopathic thug named ""Lil Ze"" looking to take over the slum, Rocket's career will take him on his most dangerous task of all.]",7800,R
26,tt0114369,Se7en,8.6,1044078,"[Crime, Drama, Mystery, Thriller]","[<Person: Morgan Freeman (nm0000151)>, <Person: Brad Pitt (nm0000093)>, <Person: Kevin Spacey (nm0000228)>, <Person: Andrew Kevin Walker (nm0001825)>]",[<Person: David Fincher (nm0000399)>],"[A film about two homicide detectives' (Morgan Freeman and (Brad Pitt desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the Seven Deadly Sins. The movie takes us from the tortured remains of one victim to the next as the sociopathic ""John Doe"" (Kevin Spacey) sermonizes to Detectives Somerset and Mills -- one sin at a time. The sin of Gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. The seasoned and cultured but jaded Somerset researches the Seven Deadly Sins in an effort to understand the killer's modus operandi while the bright but green and impulsive Detective Mills (Pitt) scoffs at his efforts to get inside the mind of a killer..., Taking place in a nameless city, Se7en follows the story of two homicide detectives tracking down a sadistic serial killer (Kevin Spacey) who chooses his victims according to the seven deadly sins. Brad Pitt stars as Detective David Mills, a hopeful but naive rookie who finds himself partnered with veteran Detective William Somerset (Morgan Freeman). Together they trace the killer's every step, witnessing the aftermath of his horrific crimes one by one as the victims pile up in rapid succession, all the while moving closer to a gruesome fate neither of them could have predicted., This thriller portrays the exploits of a deranged serial killer. His twisted agenda involves choosing seven victims who represent egregious examples of transgressions of each of the Seven Deadly Sins. He then views himself as akin to the Sword of God, handing out horrific punishment to these sinners. Two cops, an experienced veteran of the streets (Morgan Freeman) who is about to retire and the ambitious young homicide detective (Brad Pitt) hired to replace him, team up to capture the perpetrator of these gruesome killings. Unfortunately, they too become ensnared in his diabolical plan....]",7620,R
27,tt0102926,The Silence of the Lambs,8.6,905455,"[Crime, Drama, Thriller]","[<Person: Jodie Foster (nm0000149)>, <Person: Anthony Hopkins (nm0000164)>, <Person: Lawrence A. Bonney (nm0095029)>, <Person: Kasi Lemmons (nm0501435)>]",[<Person: Jonathan Demme (nm0001129)>],"[FBI trainee Clarice Starling works hard to advance her career, including trying to hide or put behind her West Virginia roots, of which if some knew would automatically classify her as being backward or white trash. After graduation, she aspires to work in the agency's Behavioral Science Unit under the leadership of Jack Crawford. While she is still a trainee, Crawford does ask her to question Dr. Hannibal Lecter, a psychiatrist imprisoned thus far for eight years in maximum security isolation for being a serial killer, he who cannibalized his victims. Clarice is able to figure out the assignment is to pick Lecter's brains to help them solve another serial murder case, that of someone coined by the media as Buffalo Bill who has so far killed five victims, all located in the eastern US, all young women who are slightly overweight especially around the hips, all who were drowned in natural bodies of water, and all who were stripped of large swaths of skin. She also figures that Crawford chose her as a woman to be able to trigger some emotional response from Lecter. After speaking to Lecter for the first time, she realizes that everything with him will be a psychological game with she having often to read between the very cryptic lines he provides. She has to decide how much she will play along as his request in return for talking to him is to expose herself emotionally to him. The case takes more dire turns when a sixth victim is discovered, this one from who they are able to retrieve a key piece of evidence if Lecter is being forthright as to its meaning. A potential seventh victim is high profile Catherine Martin, the daughter of Senator Ruth Martin, which places greater scrutiny on the case as they search for a hopefully still alive Catherine. Who may factor into what happens is Dr. Frederick Chilton, the warden at the prison, he an opportunist who sees the higher profile with Catherine, meaning a higher profile for himself if he can insert himself successfully into the proceedings., Young FBI agent Clarice Starling is assigned to help find a missing woman to save her from a psychopathic serial killer who skins his victims. Clarice attempts to gain a better insight into the twisted mind of the killer by talking to another psychopath: Hannibal Lecter, who used to be a respected psychiatrist. FBI agent Jack Crawford believes that Lecter, who is also a very powerful and clever mind manipulator, has the answers to their questions and can help locate the killer. However, Clarice must first gain Lecter's confidence before the inmate will give away any information., Clarice Starling, a young intelligent FBI trainee, has been sent to the Baltimore state hospital for the criminally insane to interview an inmate, Dr. Hannibal ""the cannibal"" Lecter. A brilliant renowned psychiatrist turned infamous psychopathic serial killer. She must match wits with Lecter - who has the darkest of all minds - and trust him to give her clues in the search for ""Buffalo Bill"". A nickname for a loose, unknown, unstoppable psychopathic serial killer..., A psychopath known as Buffalo Bill is kidnapping and murdering young women across the Midwest. Believing it takes one to know one, the F.B.I. sends Agent Clarice Starling to interview a demented prisoner who may provide psychological insight and clues to the killer's actions. The prisoner is psychiatrist, Dr. Hannibal Lecter, a brilliant, murderous cannibal who will only help Starling if she feeds his morbid curiosity with details about her own complicated life. This twisted relationship forces Starling not only to confront her psychological demons, but leads her face to face with a demented, heinous killer, an incarnation of evil so powerful, that she may not have the courage -- or strength -- to stop him!]",7080,R
28,tt0038650,It's a Wonderful Life,8.6,280470,"[Drama, Family, Fantasy]","[<Person: James Stewart (nm0000071)>, <Person: Donna Reed (nm0001656)>, <Person: Lionel Barrymore (nm0000859)>, <Person: Thomas Mitchell (nm0593775)>]",[<Person: Frank Capra (nm0001008)>],"[George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money and hides it from Billy. When the bank examiner discovers the shortage later that night, George realizes that he will be held responsible and sent to jail and the company will collapse, finally allowing Potter to take over the town. Thinking of his wife, their young children, and others he loves will be better off with him dead, he contemplates suicide. But the prayers of his loved ones result in a gentle angel named Clarence coming to earth to help George, with the promise of earning his wings. He shows George what things would have been like if he had never been born. In a nightmarish vision in which the Potter-controlled town is sunk in sex and sin, those George loves are either dead, ruined, or miserable. He realizes that he has touched many people in a positive way and that his life has truly been a wonderful one., A young George Bailey, overwhelmed by family obligations and a sense of responsibility toward his community, feels tied down to a company he never had an interest in working for, and a life he never wanted to live. As he ages, he sees his youth, dreams and opportunities pass him by. Unknown to George, all of his friends and family have been praying for him to get through those hard times. Told through the point of view of a group of angels, he is met by his guardian angel Clarence, as he contemplates ending his life., George Bailey never got a chance to fulfill his life's ambitions of exploring the world and building skyscrapers. As he watches his friends and family become success stories he dreads on running his fathers building and loan business, rivaling the grumpy old Mr. Potter. When a financial discrepancy puts George in a difficult position, an angel comes to show him what life would have been like if he had never been born., George Bailey spends his entire life giving up his big dreams for the good of his town, Bedford Falls, as we see in flashback. But in the present, on Christmas Eve, he is broken and suicidal over the misplacing of an $8000 loan and the machinations of the evil millionaire Mr. Potter. His guardian angel, Clarence, falls to Earth, literally, and shows him how his town, family, and friends would have turned out if he had never been born. George meant so much to so many people; should he really throw it all away?, On the Christmas Eve of Bedford Falls, the guardian angel Clarence is assigned to convince the desperate George Bailey not to commit suicide. George is a good man that sacrificed his dreams and his youth on behalf of the citizens of his small town. He inherited the loan business of his father and he gave up traveling the world and joining University as scheduled. Later he resisted the proposals of the evil banker Mr. Potter, and never sold his business to protect the poor community of Bedford Falls and offer a means to afford to buy their own house. He married his beloved Mary Hatch Bailey and had four children with her and a tough life with his family. When his uncle Billy loses US$ 8,000.00, found and stolen by Mr. Potter, George decides to commit suicide, since he believes he worth more dead than alive. When Clarence sees that he is not able to persuade George to give up his intention, he decides to show the life in town if George had never existed. George concludes that life is wonderful.]",7800,Approved
29,tt0114814,The Usual Suspects,8.6,754076,"[Crime, Drama, Mystery, Thriller]","[<Person: Kevin Spacey (nm0000228)>, <Person: Gabriel Byrne (nm0000321)>, <Person: Chazz Palminteri (nm0001590)>, <Person: Stephen Baldwin (nm0000286)>]",[<Person: Bryan Singer (nm0001741)>],"[Following a truck hijack in New York, five conmen are arrested and brought together for questioning. As none of them are guilty, they plan a revenge operation against the police. The operation goes well, but then the influence of a legendary mastermind criminal called Keyser Söze is felt. It becomes clear that each one of them has wronged Söze at some point and must pay back now. The payback job leaves 27 men dead in a boat explosion, but the real question arises now: Who actually is Keyser Söze?, After a number of people are killed and a cargo ship set on fire, Roger 'Verbal' Kint is questioned by U.S. Customs Agent Dave Kujan. Reluctant at first, Verbal begins to tell them what happened starting with when he met four men, all criminals, sharing a holding cell for a few hours. Together, they join forces to successfully hijack a jewel shipment and head to Los Angeles to lay low. There they are contacted by a lawyer, Kobayashi, representing the much-feared international criminal Keyser Söze who wants them to do a job for him. The result is the attack on the cargo ship. Verbal refuses to give evidence in the case and is set free. Only then does Kujan realize what's really happened., Police investigating an exploded boat on a San Pedro pier discover 27 bodies and $91 million worth of drug money. The only survivors are a severely burned and very scared Hungarian terrorist and Verbal Kint, a crippled con-man. Reluctantly, Kint is pressured into explaining exactly what happened on the boat. His story begins six weeks earlier with five criminals being dragged in by New York police desperate for suspects on a hijacked truck and ends with the possible identification of a criminal mastermind., After a waterfront explosion, Verbal, an eye-witness and participant tells the story of events leading up to the conflagration. The story begins when five men are rounded up for a line-up, and grilled about a truck hijacking (the usual suspects). Least pleased is Keaton: a crooked cop - exposed, indicted, but now desperately trying to go straight. The cops won't leave him alone, however, and as they wait for their lawyers to post bail, he is talked into doing one more job with the other four. All goes tolerably well until the influence of the legendary, seemingly omnipotent ""Keyser Söze"" is felt. Although set in the modern day, it has much of the texture of the forties, plus suspense, intrigue (a fairly high body count), and lots of twists in the plot., This is a film about five men who are hauled into the New York police station because a crime was committed and they are the usual suspects. They all agree to do a job together for a little revenge. However, little do they know that someone else has the strings and that they are all the puppets--all because each of them crossed the wrong person at the wrong time. After the big job, 27 people are dead, and there are two survivors. But the question is...who's the one controlling everything?]",6360,R
30,tt0118799,Life Is Beautiful,8.6,429744,"[Comedy, Drama, War]","[<Person: Roberto Benigni (nm0000905)>, <Person: Nicoletta Braschi (nm0000971)>, <Person: Giorgio Cantarini (nm0134493)>, <Person: Giustino Durano (nm0243842)>]",[<Person: Roberto Benigni (nm0000905)>],"[In 1930s Italy, a carefree Jewish book keeper named Guido starts a fairy tale life by courting and marrying a lovely woman from a nearby city. Guido and his wife have a son and live happily together until the occupation of Italy by German forces. In an attempt to hold his family together and help his son survive the horrors of a Jewish Concentration Camp, Guido imagines that the Holocaust is a game and that the grand prize for winning is a tank., In 1939, Jewish-Italian Guido Orefice comes into Arezzo, Italy, ultimately to open a book store. In the meantime, he will work as a waiter at the hotel restaurant where his Uncle Eliseo is the maître d'. In town, he meets a school teacher named Dora, who he calls Princess and who comes from a wealthy Italian family. For him, it's love at first sight. Despite she already being in a relationship with another man, Guido ultimately sweeps her off her feet. They get married and have a son they name Giosué. On Giosué's fifth birthday, World War II is in full force. Since they are Jewish, the Germans take away Guido, Eliseo and Giosué to a labor camp. Wanting to be with her family, Dora insists she be taken too, but she is housed in the women's side of the camp. To protect Giosué from the horror of what is happening to them, Guido tells him that they are playing a game, certain actions which garner points, other actions which take points away or disqualify one from the game. The first to reach 1,000 points wins the prize of a real tank. Guido's primary goal is to keep Giosué safe at all cost, while he tries to figure out a way to get his family out of the camp and keep the Germans at bay from learning what he is doing with Giosué., A gentle Jewish-Italian waiter, Guido Orefice, meets Dora, a pretty schoolteacher, and wins her over with his charm and humor. Eventually they marry and have a son, Giosue. Their happiness is abruptly halted, however, when Guido and Giosue are separated from Dora and taken to a concentration camp. Determined to shelter his son from the horrors of his surroundings, Guido convinces Giosue that their time in the camp is merely a game., It's 1939. The ebullient, playful Guido comes to town. He works as a waiter under the watchful eye of his uncle, an elegant man who is a Jew. Guido falls for Dora, a schoolteacher, whom he calls ""princess"" and courts by popping up at unexpected times. She dumps her fiancé to choose Guido. The film jumps ahead to the war's last months. Nora and Guido have a child, Giosué, and when Guido and the lad are shipped to a concentration camp, Dora voluntarily follows. Although the men and women in the camp are separated and a child is in mortal peril, Guido finds ways to communicate with Dora, to hide Giosué, and to convince the boy this is an elaborate game, a special contest to win a tank.]",6960,PG-13
